ICD-10 code,Description,Body system,Progressive,code heading
F63.81,Intermittent explosive disorder,mental health,no,F63
F63.89,Other impulse disorders,mental health,no,F63
F63.9,Impulse disorder; unspecified,mental health,no,F63
F68.12,Factitious disorder with predominantly physical signs and symptoms,mental health,no,F6812
F70,Mild intellectual disabilities,neurological,no,F7
F71,Moderate intellectual disabilities,neurological,no,F7
F72,Severe intellectual disabilities,neurological,no,F7
F73,Profound intellectual disabilities,neurological,no,F7
F78,Other intellectual disabilities,neurological,no,F7
F79,Unspecified intellectual disabilities,neurological,no,F7
F80.1,Expressive language disorder,neurological,no,F801
F80.2,Mixed receptive-expressive language disorder,neurological,no,F802
F80.4,Speech and language development delay due to hearing loss,neurological,no,F804
F81.0,Specific reading disorder,neurological,no,F81
F81.2,Mathematics disorder,neurological,no,F81
F81.81,Disorder of written expression,neurological,no,F81
F81.89,Other developmental disorders of scholastic skills,neurological,no,F81
F81.9,Developmental disorder of scholastic skills; unspecified,neurological,no,F81
F82,Specific developmental disorder of motor function,neurological,no,F82
F84.0,Autistic disorder,mental health,no,F840
F84.2,Rett's syndrome,neurological,yes,F842
F84.3,Other childhood disintegrative disorder,mental health ,no,F843
F84.5,Asperger's syndrome,mental health,no,F845
F84.8,Other pervasive developmental disorders,mental health,no,F848
F84.9,Pervasive developmental disorder; unspecified,mental health,no,F849
F88,Other disorders of psychological development,mental health,no,F88
F89,Unspecified disorder of psychological development,mental health,no,F89
F90.0,Attention-deficit hyperactivity disorder; predominantly inattentive type,mental health,no,F90
F90.1,Attention-deficit hyperactivity disorder; predominantly hyperactive type,mental health,no,F90
F90.2,Attention-deficit hyperactivity disorder; combined type,mental health,no,F90
F90.8,Attention-deficit hyperactivity disorder; other type,mental health,no,F90
F90.9,Attention-deficit hyperactivity disorder; unspecified type,mental health,no,F90
F91.1,Conduct disorder; childhood-onset type,mental health,no,F911
F91.2,Conduct disorder; adolescent-onset type,mental health,no,F912
F91.3,Oppositional defiant disorder,mental health,no,F913
F91.8,Other conduct disorders,mental health,no,F918
F91.9,Conduct disorder; unspecified,mental health,no,F919
F95.1,Chronic motor or vocal tic disorder,mental health,no,F951
F95.2,Tourette's disorder,mental health,no,F952
F98.1,Encopresis not due to a substance or known physiological condition,mental health,no,F981
F98.4,Stereotyped movement disorders,mental health,no,F984
G09,Sequelae of inflammatory diseases of central nervous system,neurological,yes,G09
G10,Huntington's disease,neurological,yes,G10
G11.0,Congenital nonprogressive ataxia,neurological,no,G110
G11.1,Early-onset cerebellar ataxia,neurological,yes,G111
G11.3,Cerebellar ataxia with defective DNA repair,neurological,yes,G113
G11.4,Hereditary spastic paraplegia,neurological,yes,G114
G11.8,Other hereditary ataxias,neurological,yes,G118
G11.9,Hereditary ataxia; unspecified,neurological,yes,G119
G12.0,Infantile spinal muscular atrophy; type I [Werdnig-Hoffman],neurological,yes,G12
G12.1,Other inherited spinal muscular atrophy,neurological,yes,G12
G12.20,Motor neuron disease; unspecified,neurological,yes,G12
G12.21,Amyotrophic lateral sclerosis,neurological,yes,G12
G12.22,Progressive bulbar palsy,neurological,yes,G12
G12.29,Other motor neuron disease,neurological,yes,G12
G12.8,Other spinal muscular atrophies and related syndromes,neurological,yes,G12
G12.9,Spinal muscular atrophy; unspecified,neurological,yes,G12
G14,Postpolio syndrome,neurological,yes,G14
G23.0,Hallervorden-Spatz disease,neurological,yes,G23
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],neurological,yes,G23
G23.2,Striatonigral degeneration,neurological,yes,G23
G23.8,Other specified degenerative diseases of basal ganglia,neurological,yes,G23
G24.1,Genetic torsion dystonia,neurological,yes,G241
G25.3,Myoclonus,neurological,yes,G253
G25.5,Other chorea,neurological,no,G255
G25.82,Stiff-man syndrome,neurological,yes,G2582
G31.81,Alpers disease,neurological,yes,G3181
G31.82,Leigh's disease,neurological,yes,G3182
G31.9,Degenerative disease of nervous system; unspecified,neurological,yes,G319
G32.0,Subacute combined degeneration of spinal cord in diseases classified elsewhere,neurological,yes,G320
G32.81,Cerebellar ataxia in diseases classified elsewhere,neurological,yes,G3281
G35,Multiple sclerosis,neurological,yes,G35
G36.0,Neuromyelitis optica [Devic],neurological,yes,G360
G37.0,Diffuse sclerosis of central nervous system,neurological,yes,G370
G37.1,Central demyelination of corpus callosum,neurological,no,G371
G37.2,Central pontine myelinolysis,neurological,no,G372
G37.5,Concentric sclerosis [Balo] of central nervous system,neurological,yes,G375
G37.8,Other specified demyelinating diseases of central nervous system,neurological,yes,G378
G37.9,Demyelinating disease of central nervous system; unspecified,neurological,yes,G379
G40.001,Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset; not intractable; with status epilepticus,neurological,no,G400
G40.009,Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset; not intractable; without status epilepticus,neurological,no,G400
G40.011,Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset; intractable; with status epilepticus,neurological,no,G400
G40.019,Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset; intractable; without status epilepticus,neurological,no,G400
G40.101,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures; not intractable; with status epilepticus,neurological,no,G401
G40.109,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures; not intractable; without status epilepticus,neurological,no,G401
G40.111,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures; intractable; with status epilepticus,neurological,no,G401
G40.119,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures; intractable; without status epilepticus,neurological,no,G401
G40.201,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures; not intractable; with status epilepticus,neurological,no,G402
G40.209,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures; not intractable; without status epilepticus,neurological,no,G402
G40.211,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures; intractable; with status epilepticus,neurological,no,G402
G40.219,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures; intractable; without status epilepticus,neurological,no,G402
G40.301,Generalized idiopathic epilepsy and epileptic syndromes; not intractable; with status epilepticus,neurological,no,G403
G40.309,Generalized idiopathic epilepsy and epileptic syndromes; not intractable; without status epilepticus,neurological,no,G403
G40.311,Generalized idiopathic epilepsy and epileptic syndromes; intractable; with status epilepticus,neurological,no,G403
G40.319,Generalized idiopathic epilepsy and epileptic syndromes; intractable; without status epilepticus,neurological,no,G403
G40.401,Other generalized epilepsy and epileptic syndromes; not intractable; with status epilepticus,neurological,no,G404
G40.409,Other generalized epilepsy and epileptic syndromes; not intractable; without status epilepticus,neurological,no,G404
G40.411,Other generalized epilepsy and epileptic syndromes; intractable; with status epilepticus,neurological,no,G404
G40.419,Other generalized epilepsy and epileptic syndromes; intractable; without status epilepticus,neurological,no,G404
G40.501,Epileptic seizures related to external causes; not intractable; with status epilepticus,neurological,no,G405
G40.509,Epileptic seizures related to external causes; not intractable; without status epilepticus,neurological,no,G405
G40.801,Other epilepsy; not intractable; with status epilepticus,neurological,no,G4080
G40.802,Other epilepsy; not intractable; without status epilepticus,neurological,no,G4080
G40.803,Other epilepsy; intractable; with status epilepticus,neurological,no,G4080
G40.804,Other epilepsy; intractable; without status epilepticus,neurological,no,G4080
G40.811,Lennox-Gastaut syndrome; not intractable; with status epilepticus,neurological,yes,G4081
G40.812,Lennox-Gastaut syndrome; not intractable; without status epilepticus,neurological,yes,G4081
G40.813,Lennox-Gastaut syndrome; intractable; with status epilepticus,neurological,yes,G4081
G40.814,Lennox-Gastaut syndrome; intractable; without status epilepticus,neurological,yes,G4081
G40.821,Epileptic spasms; not intractable; with status epilepticus,neurological,no,G4082
G40.822,Epileptic spasms; not intractable; without status epilepticus,neurological,no,G4082
G40.823,Epileptic spasms; intractable; with status epilepticus,neurological,no,G4082
G40.824,Epileptic spasms; intractable; without status epilepticus,neurological,no,G4082
G40.901,Epilepsy; unspecified; not intractable; with status epilepticus,neurological,no,G409
G40.909,Epilepsy; unspecified; not intractable; without status epilepticus,neurological,no,G409
G40.911,Epilepsy; unspecified; intractable; with status epilepticus,neurological,no,G409
G40.919,Epilepsy; unspecified; intractable; without status epilepticus,neurological,no,G409
G40.A01,Absence epileptic syndrome; not intractable; with status epilepticus,neurological,no,G40A
G40.A09,Absence epileptic syndrome; not intractable; without status epilepticus,neurological,no,G40A
G40.A11,Absence epileptic syndrome; intractable; with status epilepticus,neurological,no,G40A
G40.A19,Absence epileptic syndrome; intractable; without status epilepticus,neurological,no,G40A
G40.B01,Juvenile myoclonic epilepsy; not intractable; with status epilepticus,neurological,no,G40B
G40.B09,Juvenile myoclonic epilepsy; not intractable; without status epilepticus,neurological,no,G40B
G40.B11,Juvenile myoclonic epilepsy; intractable; with status epilepticus,neurological,no,G40B
G40.B19,Juvenile myoclonic epilepsy; intractable; without status epilepticus,neurological,no,G40B
G47.30,Sleep apnea; unspecified,pulmonary,no,G4730
G47.31,Primary central sleep apnea,pulmonary,no,G4731
G47.33,Obstructive sleep apnea (adult) (pediatric),pulmonary,no,G4733
G47.34,Idiopathic sleep related nonobstructive alveolar hypoventilation,pulmonary,no,G4734
G47.35,Congenital central alveolar hypoventilation syndrome,pulmonary,yes,G4735
G47.36,Sleep related hypoventilation in conditions classified elsewhere,pulmonary,no,G4736
G47.37,Central sleep apnea in conditions classified elsewhere,pulmonary,no,G4737
G47.39,Other sleep apnea,pulmonary,no,G4739
G47.411,Narcolepsy with cataplexy,neurological,no,G474
G47.419,Narcolepsy without cataplexy,neurological,no,G474
G47.421,Narcolepsy in conditions classified elsewhere with cataplexy,neurological,no,G474
G47.429,Narcolepsy in conditions classified elsewhere without cataplexy,neurological,no,G474
G50.0,Trigeminal neuralgia,neurological,no,G50
G50.1,Atypical facial pain,neurological,no,G50
G50.8,Other disorders of trigeminal nerve,neurological,no,G50
G50.9,Disorder of trigeminal nerve; unspecified,neurological,no,G50
G51.0,Bell's palsy,neurological,no,G510
G51.1,Geniculate ganglionitis,neurological,no,G511
G51.2,Melkersson's syndrome,neurological,no,G512
G51.8,Other disorders of facial nerve,neurological,no,G518
G51.9,Disorder of facial nerve; unspecified,neurological,no,G519
G52.0,Disorders of olfactory nerve,neurological,no,G52
G52.1,Disorders of glossopharyngeal nerve,neurological,no,G52
G52.2,Disorders of vagus nerve,neurological,no,G52
G52.3,Disorders of hypoglossal nerve,neurological,no,G52
G52.7,Disorders of multiple cranial nerves,neurological,no,G52
G52.8,Disorders of other specified cranial nerves,neurological,no,G52
G52.9,Cranial nerve disorder; unspecified,neurological,no,G52
G54.0,Brachial plexus disorders,neurological,no,G54
G54.1,Lumbosacral plexus disorders,neurological,no,G54
G54.2,Cervical root disorders; not elsewhere classified,neurological,no,G54
G54.3,Thoracic root disorders; not elsewhere classified,neurological,no,G54
G54.4,Lumbosacral root disorders; not elsewhere classified,neurological,no,G54
G54.5,Neuralgic amyotrophy,neurological,no,G54
G54.6,Phantom limb syndrome with pain,neurological,no,G54
G54.7,Phantom limb syndrome without pain,neurological,no,G54
